Species	Accession	FTP
Escherichia coli strain WP5-S18-ESBL-07 	NZ_AP022159.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/169/395/GCA_014169395.1_ASM1416939v1
Escherichia coli strain WP4-W18-ESBL-08 	NZ_AP022064.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/169/095/GCA_014169095.1_ASM1416909v1
Escherichia coli strain WP5-W18-ESBL-11 	NZ_AP022120.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/169/275/GCA_014169275.1_ASM1416927v1
Escherichia coli strain WP3-W18-CRE-03 	NZ_AP021963.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/775/GCA_014168775.1_ASM1416877v1
Escherichia coli strain WP2-S18-ESBL-08 	NZ_AP021946.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/755/GCA_014168755.1_ASM1416875v1
Escherichia coli strain WP2-S18-ESBL-07 	NZ_AP021944.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/735/GCA_014168735.1_ASM1416873v1
Escherichia coli strain WP3-S18-ESBL-09 	NZ_AP022036.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/975/GCA_014168975.1_ASM1416897v1
Escherichia coli strain WP5-S17-ESBL-10 	NZ_AP022105.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/169/195/GCA_014169195.1_ASM1416919v1
Escherichia coli strain WP3-W18-ESBL-07 	NZ_AP021998.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/835/GCA_014168835.1_ASM1416883v1
Escherichia coli strain WP2-W18-CRE-03 	NZ_AP021914.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/168/595/GCA_014168595.1_ASM1416859v1
Escherichia coli strain WP8-S17-ESBL-08 	NZ_AP022221.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/162/235/GCA_014162235.1_ASM1416223v1
Escherichia coli strain WP5-S17-ESBL-11 	NZ_AP022107.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/160/155/GCA_014160155.1_ASM1416015v1
Escherichia coli strain BUCT2930 	NZ_CP059723.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/117/405/GCA_014117405.1_ASM1411740v1
Escherichia coli strain 58-3 	NZ_CP050036.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/075/795/GCA_014075795.1_ASM1407579v1
Escherichia coli strain 63-2 	NZ_CP050040.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/075/595/GCA_014075595.1_ASM1407559v1
Escherichia coli strain 74-2 	NZ_CP050044.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/075/475/GCA_014075475.1_ASM1407547v1
Escherichia coli strain 33-6 	NZ_CP050031.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/075/915/GCA_014075915.1_ASM1407591v1
Escherichia coli strain C9 	NZ_CP059281.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/694/325/GCA_013694325.1_ASM1369432v1
Escherichia coli strain C7 	NZ_CP059279.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/694/465/GCA_013694465.1_ASM1369446v1
Escherichia coli strain SY3626_hybrid 	NZ_CP059283.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/694/345/GCA_013694345.1_ASM1369434v1
Escherichia coli strain 1506 	NZ_CP059288.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/694/285/GCA_013694285.1_ASM1369428v1
Escherichia coli strain CFS3292 	NZ_CP026935.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/867/015/GCA_009867015.2_ASM986701v2
Escherichia coli O157:H7 strain SS NE 1040-1 	NZ_CP038305.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/315/GCA_013167315.1_ASM1316731v1
Escherichia coli O157:H7 strain F8952 	NZ_CP038349.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/595/GCA_013167595.1_ASM1316759v1
Escherichia coli strain E2348/69 	CP059840.2	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/117/345/GCA_014117345.2_ASM1411734v2
Escherichia coli strain Stbl4 	CP076043.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/628/815/GCA_018628815.1_ASM1862881v1
Escherichia coli strain 1517k 	NZ_CP054388.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/377/995/GCA_004377995.2_ASM437799v2
Escherichia coli strain CE1628 	NZ_CP053852.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/459/175/GCA_013459175.1_ASM1345917v1
Escherichia coli strain CE1803A 	NZ_CP053851.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/459/015/GCA_013459015.1_ASM1345901v1
Escherichia coli strain WCHEC035125 	NZ_CP058656.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/426/095/GCA_013426095.1_ASM1342609v1
Escherichia coli strain 2D 	NZ_CP059003.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/425/955/GCA_013425955.1_ASM1342595v1
Escherichia coli strain WCHEC035123 	NZ_CP058651.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/426/075/GCA_013426075.1_ASM1342607v1
Escherichia coli strain 005008 	NZ_CP058661.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/426/115/GCA_013426115.1_ASM1342611v1
Escherichia coli strain SY3626C1 	NZ_CP059043.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/425/935/GCA_013425935.1_ASM1342593v1
Escherichia coli strain SY3626C5 	NZ_CP058948.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/423/805/GCA_013423805.1_ASM1342380v1
Escherichia coli strain FT130 	NZ_CP040090.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/825/GCA_013393825.1_ASM1339382v1
Escherichia coli strain K56-43-un 	NZ_CP053079.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/394/575/GCA_013394575.1_ASM1339457v1
Escherichia coli strain AMSCJX03 	NZ_CP058355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/391/825/GCA_013391825.1_ASM1339182v1
Escherichia coli strain M1/5 	NZ_CP053296.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/390/265/GCA_013390265.1_ASM1339026v1
Escherichia coli strain AH65 	NZ_CP058302.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/389/695/GCA_013389695.1_ASM1338969v1
Escherichia coli strain AMSCJX04 	NZ_CP058308.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/389/615/GCA_013389615.1_ASM1338961v1
Escherichia coli strain 550 	NZ_CP058223.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/388/275/GCA_013388275.1_ASM1338827v1
Escherichia coli strain 357900 	NZ_CP038859.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/376/895/GCA_013376895.1_ASM1337689v1
Escherichia coli strain ARL09/232 	NZ_CP049967.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/376/575/GCA_013376575.1_ASM1337657v1
Escherichia coli strain 17MR471 	NZ_CP051158.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/376/515/GCA_013376515.1_ASM1337651v1
Escherichia coli strain YJ6 	NZ_AP023235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/374/315/GCA_013374315.1_ASM1337431v1
Escherichia coli strain YJ3 	NZ_AP023226.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/374/275/GCA_013374275.1_ASM1337427v1
Escherichia coli strain F070 	NZ_AP023237.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/374/335/GCA_013374335.1_ASM1337433v1
Escherichia coli strain YJ1 	NZ_AP023224.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/374/255/GCA_013374255.1_ASM1337425v1
Escherichia coli strain EcPF5 	NZ_CP054236.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/425/GCA_013372425.1_ASM1337242v1
Escherichia coli strain EcPF15 	NZ_CP054227.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/365/GCA_013372365.1_ASM1337236v1
Escherichia coli strain EcPF16 	NZ_CP054224.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/345/GCA_013372345.1_ASM1337234v1
Escherichia coli strain EcPF7 	NZ_CP054232.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/405/GCA_013372405.1_ASM1337240v1
Escherichia coli strain EcPF14 	NZ_CP054230.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/385/GCA_013372385.1_ASM1337238v1
Escherichia coli strain EcPF40 	NZ_CP054214.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/305/GCA_013372305.1_ASM1337230v1
Escherichia coli strain EcPF18 	NZ_CP054219.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/372/325/GCA_013372325.1_ASM1337232v1
Escherichia coli strain AH01 	NZ_CP055251.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/371/685/GCA_013371685.1_ASM1337168v1
Escherichia coli strain AH62 	NZ_CP055259.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/371/745/GCA_013371745.1_ASM1337174v1
Escherichia coli strain AH25 	NZ_CP055256.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/371/725/GCA_013371725.1_ASM1337172v1
Escherichia coli strain RM13322 	NZ_CP050498.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/357/365/GCA_013357365.1_ASM1335736v1
Escherichia coli strain MS6192 	NZ_CP054940.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/357/345/GCA_013357345.1_ASM1335734v1
Escherichia coli O157:H7 strain MB41-1 	NZ_CP039834.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/343/595/GCA_013343595.1_ASM1334359v1
Escherichia coli strain SCU-182 	NZ_CP054372.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/344/585/GCA_013344585.1_ASM1334458v1
Escherichia coli strain LWY24 	NZ_CP054556.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/342/925/GCA_013342925.1_ASM1334292v1
Escherichia coli strain TUM18530 	NZ_AP023190.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/340/785/GCA_013340785.1_ASM1334078v1
Escherichia coli strain TUM18781 	NZ_AP023205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/340/825/GCA_013340825.1_ASM1334082v1
Escherichia coli strain TUM18780 	NZ_AP023197.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/340/805/GCA_013340805.1_ASM1334080v1
Escherichia coli strain MS6193 	NZ_CP047405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/317/085/GCA_013317085.1_ASM1331708v1
Escherichia coli strain SCU-113 	NZ_CP051765.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/975/GCA_013315975.1_ASM1331597v1
Escherichia coli strain SCU-172 	NZ_CP054353.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/695/GCA_013315695.1_ASM1331569v1
Escherichia coli strain SCU-316 	NZ_CP054371.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/755/GCA_013315755.1_ASM1331575v1
Escherichia coli strain SCU-176 	NZ_CP054345.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/675/GCA_013315675.1_ASM1331567v1
Escherichia coli strain SCU-104 	NZ_CP053284.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/995/GCA_013315995.1_ASM1331599v1
Escherichia coli strain SCU-171 	NZ_CP054363.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/715/GCA_013315715.1_ASM1331571v1
Escherichia coli strain SCU-115 	NZ_CP054368.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/315/735/GCA_013315735.1_ASM1331573v1
Escherichia coli strain ampC_0069 	NZ_CP046396.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/305/705/GCA_013305705.1_ASM1330570v1
Escherichia coli strain NMBU-W10C18 	NZ_CP044403.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/355/GCA_013282355.1_ASM1328235v1
Escherichia coli strain NMBU_W05E18 	NZ_CP042878.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/275/GCA_013282275.1_ASM1328227v1
Escherichia coli strain NMBU-W13E19 	NZ_CP043406.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/335/GCA_013282335.1_ASM1328233v1
Escherichia coli O10:H32 strain NMBU-W12E19 	NZ_CP042892.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/315/GCA_013282315.1_ASM1328231v1
Escherichia coli strain NMBU_ W06E18 	NZ_CP047609.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/282/195/GCA_013282195.1_ASM1328219v1
Escherichia coli strain CP61_Sichuan 	NZ_CP053730.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/215/GCA_013201215.1_ASM1320121v1
Escherichia coli isolate 2-101 	NZ_CP053785.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/505/GCA_013201505.1_ASM1320150v1
Escherichia coli strain CP55_Sichuan 	NZ_CP053731.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/255/GCA_013201255.1_ASM1320125v1
Escherichia coli strain CP66-6_Sichuan 	NZ_CP053723.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/195/GCA_013201195.1_ASM1320119v1
Escherichia coli strain CP131_Sichuan 	NZ_CP053720.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/175/GCA_013201175.1_ASM1320117v1
Escherichia coli strain CP8-3_Sichuan 	NZ_CP053736.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/235/GCA_013201235.1_ASM1320123v1
Escherichia coli isolate J31 	NZ_CP053787.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/201/525/GCA_013201525.1_ASM1320152v1
Escherichia coli O157:H7 strain NE92 	NZ_CP038316.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/375/GCA_013167375.1_ASM1316737v1
Escherichia coli O157:H7 strain SS TX 754-1 	NZ_CP038300.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/275/GCA_013167275.1_ASM1316727v1
Escherichia coli O157:H7 strain TX 376-2 	NZ_CP038287.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/175/GCA_013167175.1_ASM1316717v1
Escherichia coli O157:H7 strain 7636 	NZ_CP038421.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/195/GCA_013168195.1_ASM1316819v1
Escherichia coli O157:H7 strain 86-24 	NZ_CP038408.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/095/GCA_013168095.1_ASM1316809v1
Escherichia coli O157:H7 strain E32511 	NZ_CP038380.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/875/GCA_013167875.1_ASM1316787v1
Escherichia coli O157:H7 strain F3113 	NZ_CP038374.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/795/GCA_013167795.1_ASM1316779v1
Escherichia coli O157:H7 strain F6294 	NZ_CP038372.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/775/GCA_013167775.1_ASM1316777v1
Escherichia coli O157:H7 strain F7508 	NZ_CP038357.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/675/GCA_013167675.1_ASM1316767v1
Escherichia coli O157:H7 strain G5295 	NZ_CP038346.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/575/GCA_013167575.1_ASM1316757v1
Escherichia coli O157:H7 strain N8B7-2 	NZ_CP038333.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/475/GCA_013167475.1_ASM1316747v1
Escherichia coli O157:H7 strain 611 	NZ_CP038428.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/255/GCA_013168255.1_ASM1316825v1
Escherichia coli O157:H7 strain 2-6-2 	NZ_CP038419.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/175/GCA_013168175.1_ASM1316817v1
Escherichia coli O157:H7 strain 3-5-1 	NZ_CP038416.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/155/GCA_013168155.1_ASM1316815v1
Escherichia coli O157:H7 strain ATCC 35150 	NZ_CP038405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/075/GCA_013168075.1_ASM1316807v1
Escherichia coli O157:H7 strain BB24-1 	NZ_CP038402.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/055/GCA_013168055.1_ASM1316805v1
Escherichia coli O157:H7 strain F6321 	NZ_CP038369.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/755/GCA_013167755.1_ASM1316775v1
Escherichia coli O157:H7 str. F8092B 	NZ_CP038355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/655/GCA_013167655.1_ASM1316765v1
Escherichia coli O157:H7 strain Gim1-1 	NZ_CP038344.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/555/GCA_013167555.1_ASM1316755v1
Escherichia coli O157:H7 strain NE 1092-2 	NZ_CP038328.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/455/GCA_013167455.1_ASM1316745v1
Escherichia coli O157:H7 strain OK1 	NZ_CP038313.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/355/GCA_013167355.1_ASM1316735v1
Escherichia coli O157:H7 strain YB14-1 	NZ_CP038284.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/155/GCA_013167155.1_ASM1316715v1
Escherichia coli O157:H7 strain 2571 	NZ_CP038425.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/235/GCA_013168235.1_ASM1316823v1
Escherichia coli O157:H7 strain 17B6-2 	NZ_CP038414.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/135/GCA_013168135.1_ASM1316813v1
Escherichia coli O157:H7 strain DEC4E 	NZ_CP038398.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/035/GCA_013168035.1_ASM1316803v1
Escherichia coli O157:H7 strain F1273 	NZ_CP038376.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/815/GCA_013167815.1_ASM1316781v1
Escherichia coli O157:H7 strain F6667 	NZ_CP038366.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/735/GCA_013167735.1_ASM1316773v1
Escherichia coli O157:H7 strain F8797 	NZ_CP038353.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/635/GCA_013167635.1_ASM1316763v1
Escherichia coli O157:H7 strain H2495 	NZ_CP038342.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/535/GCA_013167535.1_ASM1316753v1
Escherichia coli O157:H7 strain NE 1169-1 	NZ_CP038324.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/435/GCA_013167435.1_ASM1316743v1
Escherichia coli O157:H7 strain Show KS 470-1 	NZ_CP038309.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/335/GCA_013167335.1_ASM1316733v1
Escherichia coli O157:H7 strain TB21-1 	NZ_CP038292.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/235/GCA_013167235.1_ASM1316723v1
Escherichia coli O157:H7 strain F8492 	NZ_CP038282.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/135/GCA_013167135.1_ASM1316713v1
Escherichia coli O157:H7 strain 7409 	NZ_CP038423.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/215/GCA_013168215.1_ASM1316821v1
Escherichia coli O157:H7 strain 493/89 	NZ_CP038412.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/168/115/GCA_013168115.1_ASM1316811v1
Escherichia coli O157:H7 strain F7349 	NZ_CP038363.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/715/GCA_013167715.1_ASM1316771v1
Escherichia coli O157:H7 strain F7386 	NZ_CP038360.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/695/GCA_013167695.1_ASM1316769v1
Escherichia coli O157:H7 strain F8798 	NZ_CP038351.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/615/GCA_013167615.1_ASM1316761v1
Escherichia coli O157:H7 strain H6437 	NZ_CP038339.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/515/GCA_013167515.1_ASM1316751v1
Escherichia coli O157:H7 strain LSU61 	NZ_CP038336.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/495/GCA_013167495.1_ASM1316749v1
Escherichia coli O157:H7 strain NE1127 	NZ_CP038321.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/415/GCA_013167415.1_ASM1316741v1
Escherichia coli O157:H7 strain NE122 	NZ_CP038319.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/395/GCA_013167395.1_ASM1316739v1
Escherichia coli O157:H7 strain SS TX 313-1 	NZ_CP038302.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/295/GCA_013167295.1_ASM1316729v1
Escherichia coli O157:H7 strain TX 265-1 	NZ_CP038290.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/195/GCA_013167195.1_ASM1316719v1
Escherichia coli strain NEB5-alpha_F'Iq 	NZ_CP053607.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/075/GCA_013167075.1_ASM1316707v1
Escherichia coli strain NEB_Turbo 	NZ_CP053605.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/055/GCA_013167055.1_ASM1316705v1
Escherichia coli strain NEB10-beta 	NZ_CP053604.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/035/GCA_013167035.1_ASM1316703v1
Escherichia coli BL21(DE3) 	NZ_CP053602.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/167/015/GCA_013167015.1_ASM1316701v1
Escherichia coli strain Dam/Dcm 	NZ_CP053603.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/995/GCA_013166995.1_ASM1316699v1
Escherichia coli BL21 	NZ_CP053601.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/975/GCA_013166975.1_ASM1316697v1
Escherichia coli strain Nico21(DE3) 	NZ_CP053600.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/955/GCA_013166955.1_ASM1316695v1
Escherichia coli strain NEBExpress 	NZ_CP053599.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/935/GCA_013166935.1_ASM1316693v1
Escherichia coli strain T7Express_LysY 	NZ_CP053597.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/895/GCA_013166895.1_ASM1316689v1
Escherichia coli strain T7Express_Crystal 	NZ_CP053594.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/875/GCA_013166875.1_ASM1316687v1
Escherichia coli strain NEBExpress_Iq 	NZ_CP053592.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/166/855/GCA_013166855.1_ASM1316685v1
Escherichia coli strain GF4-3 	NZ_CP053258.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/122/565/GCA_013122565.1_ASM1312256v1
Escherichia coli strain GF3-3 	NZ_CP053259.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/112/335/GCA_013112335.1_ASM1311233v1
Escherichia coli strain SCU-308 	NZ_CP053281.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/865/GCA_013085865.1_ASM1308586v1
Escherichia coli strain SCU-106 	NZ_CP053234.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/185/GCA_013085185.1_ASM1308518v1
Escherichia coli strain SCU-485 	NZ_CP053245.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/205/GCA_013085205.1_ASM1308520v1
Escherichia coli strain SCU-482 	NZ_CP053247.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/085/025/GCA_013085025.1_ASM1308502v1
Escherichia coli strain SCU-306 	NZ_CP053231.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/084/945/GCA_013084945.1_ASM1308494v1
Escherichia coli strain ATCC 25922 	NZ_CP037449.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/974/805/GCA_012974805.1_ASM1297480v1
Escherichia coli strain SCU-125 	NZ_CP051700.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/655/GCA_012934655.2_ASM1293465v2
Escherichia coli strain CVM N18EC0432 	NZ_CP048290.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/935/215/GCA_012935215.1_ASM1293521v1
Escherichia coli strain SCU-102 	NZ_CP051753.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/934/435/GCA_012934435.1_ASM1293443v1
Escherichia coli strain 09-02E 	NZ_AP022650.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/149/945/GCA_012149945.1_ASM1214994v1
Escherichia coli strain 2018-11-3CC 	NZ_AP021895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/404/755/GCA_011404755.1_ASM1140475v1
Escherichia coli strain 2018-02-2CC 	NZ_AP021896.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/404/895/GCA_011404895.1_ASM1140489v1
Escherichia coli strain 2017.15.01CC 	NZ_AP021890.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/403/355/GCA_011403355.1_ASM1140335v1
Escherichia coli strain 2018-10-1CC 	NZ_AP021894.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/404/595/GCA_011404595.1_ASM1140459v1
